word,age_of_acquisition,frequency_per_million
mattress,5.1,6.60784
melody,6.58,6.60784
withdraw,9.89,6.60784
copper,7.95,6.58824
innocence,9.39,6.58824
promising,7.84,6.58824
coal,6.65,6.56863
amateur,10.53,6.54902
architect,10.12,6.54902
consideration,9.5,6.54902
gown,6.16,6.54902
ninth,5.91266,6.54902
pier,9.56,6.54902
pregnancy,9.16,6.54902
salmon,8,6.54902
siren,7.06,6.54902
detention,10.16,6.52941
gasoline,6.25,6.52941
hike,9.4,6.52941
registration,10.62,6.52941
beep,5.32,6.5098
urine,9.83,6.5098
vain,10.7403,6.5098
airline,8.74,6.4902
kidnap,7.44,6.4902
laboratory,8.72,6.4902
pronounce,8.42,6.4902
riot,9.95,6.4902
senate,10.79,6.4902
significant,9.89,6.4902
choke,6.11,6.47059
granddaughter,4.68,6.47059
involve,9.71,6.47059
wardrobe,7.84,6.47059
cheerleader,6,6.45098
growth,6.7,6.45098
mansion,7.2,6.45098
mustard,4.95,6.45098
fart,5.78,6.43137
ram,8.32,6.43137
stew,6.95,6.43137
altogether,8.35312,6.41176
click,6.94,6.41176
discharge,10.74,6.41176
drift,8.89,6.41176
extend,9.89,6.41176
ginger,8.05,6.41176
offensive,9.37,6.41176
pursue,10,6.41176
quest,10.4,6.41176
stern,9.47,6.41176
whereabouts,9.4,6.41176
canal,7.61,6.39216
carrier,8.26,6.39216
customs,9.21633,6.39216
healing,7.7,6.39216
literature,9.9,6.39216
persuade,10.79,6.39216
psychotic,10.94,6.39216
torpedo,8.35,6.39216
congressman,9.35,6.37255
earthquake,7.53,6.37255
hay,5.32,6.37255
initial,8.29,6.37255
purchase,8.11,6.37255
tribe,8.17,6.37255
cereal,4.44,6.35294
chap,10,6.35294
convict,11,6.35294
frighten,8.83,6.35294
intact,9.84,6.35294
peach,4.21,6.35294
surf,7.4,6.35294
wealth,8.76,6.35294
bake,5.5,6.33333
breed,9,6.33333
companion,9.58,6.33333
establish,10.63,6.33333
lighting,7.48,6.33333
nursing,8.21,6.33333
outrageous,9.05,6.33333
pond,5.16,6.33333
absence,7.7,6.31373
footsteps,6.45883,6.31373
hairy,5.7,6.31373
settlement,8.74,6.31373
shipment,9.74,6.31373
shipping,9.15,6.31373
tasty,5.4,6.31373
deceased,10.83,6.29412
global,9.78,6.29412
bunk,5.62,6.27451
elegant,9.72,6.27451
spark,7.95,6.27451
velvet,7.61,6.27451
brace,7.89,6.2549
compassion,9.05,6.2549
ignorant,9.5,6.2549
puke,6.94,6.2549
scenario,10.95,6.2549
timer,6.28,6.2549
baggage,7.52,6.23529
coverage,10.89,6.23529
define,8.53,6.23529
overtime,9.39,6.23529
retarded,8,6.23529
screech,8.17,6.23529
scrub,8.7,6.23529
straw,4.22,6.23529
willow,6.83,6.23529
ashore,9.06714,6.21569
bluff,8.82,6.21569
brat,6.21,6.21569
cavalry,9.16,6.21569
erase,5.68,6.21569
explore,7.06,6.21569
meter,8.56,6.21569
replacement,9.74,6.21569
alcoholic,9.95,6.19608
bedtime,3.95,6.19608
crib,6.05,6.19608
custom,8.36,6.19608
overcome,8,6.19608
pine,5.53,6.19608
stain,5.24,6.19608
unnecessary,9.5,6.19608
wheelchair,6.89,6.19608
camping,5.33,6.17647
civilized,9.89,6.17647
dental,7.21,6.17647
distinguished,10.78,6.17647
drunken,9.42,6.17647
incoming,9,6.17647
shocking,7.61,6.17647
definite,8.44,6.15686
engage,10.42,6.15686
fare,8.21,6.15686
pudding,4.79,6.15686
starve,8.32,6.15686
acknowledge,9.11,6.13725
booty,9.68,6.13725
elbow,4.78,6.13725
entertain,7.5,6.13725
essay,8.39,6.13725
physician,8.68,6.13725
platform,7.83,6.13725
scam,10.63,6.13725
den,5.7,6.11765
pinch,5.5,6.11765
stadium,7,6.11765
bathtub,3.22,6.09804
cloth,5.3,6.09804
investigator,9.32,6.09804
journalist,10.11,6.09804
lawsuit,10.56,6.09804
stack,5.63,6.09804
unpleasant,9.32,6.09804
vast,9.63,6.09804
chorus,7.5,6.07843
contain,7.88,6.07843
creation,7.79,6.07843
fiction,7.22,6.07843
invention,8.33,6.07843
ketchup,4.3,6.07843
pounding,9.12,6.07843
antique,8.05,6.05882
comb,5.5,6.05882
noodles,5.29752,6.05882
protective,8,6.05882
sunrise,5.72,6.05882
bribe,9.74,6.03922
dash,7.74,6.03922
encourage,8.5,6.03922
musician,7.11,6.03922
luxury,9.26,6.01961
surprising,7.63,6.01961
carpenter,7.39399,6
elk,7.05,6
exotic,10.42,6
furious,8.78,6
garlic,6.89,6
principles,9.95,6
voyage,7.76,6
brake,5.95,5.98039
eliminate,10.21,5.98039
poster,8.12,5.98039
sincere,8.79,5.98039
steer,6,5.98039
trading,6.4242,5.98039
compartment,8.44,5.96078
scent,5.94,5.96078
shade,6.37,5.96078
stereo,5.95,5.96078
supervisor,9.17,5.96078
behold,10.58,5.94118
boil,6.6,5.94118
conviction,10.85,5.94118
parlor,8.94,5.94118
peak,7.11,5.94118
ropes,5.21,5.94118
banner,9.17,5.92157
colony,8.21,5.92157
flashlight,5.61,5.92157
poisoning,8.14,5.92157
slack,9.63,5.92157
spaghetti,4.33,5.92157
stamp,6.33,5.92157
groceries,5.34845,5.90196
handwriting,5.4,5.90196
holler,8.11,5.90196
lighten,7.95,5.90196
nude,8.21,5.90196
pigeon,6.21,5.90196
plaza,9.83,5.90196
reliable,9.32,5.90196
rib,6.3,5.90196
shallow,7,5.90196
skate,5.37,5.90196
stir,5.58,5.90196
tomato,4.61,5.90196
additional,9,5.88235
ammunition,9.67,5.88235
biological,10.95,5.88235
cycle,7.5,5.88235
destination,8.56,5.88235
glue,4.67,5.88235
harassment,10.35,5.88235
humiliating,9.89,5.88235
hunger,6.06,5.88235
inspection,8.47,5.88235
mayday,8.32,5.88235
modest,10.68,5.88235
sloppy,5.89,5.88235
deadline,9.56,5.86275
despair,9.56,5.86275
sofa,4.5,5.86275
universal,10.21,5.86275
wander,6.89,5.86275
accomplish,7.84,5.84314
divide,7.16,5.84314
feature,7,5.84314
housekeeper,7.61,5.84314
poke,4.95,5.84314
desperately,9.88167,5.82353
fuzzy,5.05,5.82353
muffin,5.11,5.82353
pajamas,3.48287,5.82353
sour,4.89,5.82353
definition,8.39,5.80392
slam,6.94,5.80392
troop,8.35,5.80392
vet,7.78,5.80392
hilarious,8.63,5.78431
streak,7.79,5.78431
tow,8.63,5.78431
classy,10.32,5.76471
cracker,4.9,5.76471
disco,10.53,5.76471
frightening,6.55,5.76471
tab,9.33,5.76471
vacuum,6.74,5.76471
variety,7.89,5.76471
consistent,10,5.7451
dam,6.58,5.7451
facial,10.28,5.7451
glow,6.28,5.7451
hooray,5.94464,5.7451
jealousy,7.61,5.7451
orphan,6.94,5.7451
roller,6.65,5.7451
spine,7.35,5.7451
wheat,6.53,5.7451
beware,8.05,5.72549
bodyguard,10,5.72549
janitor,7.21,5.72549
naval,9.7,5.72549
sticky,4.06,5.72549
automobile,7.11,5.70588
chemicals,9.6983,5.70588
cuff,8.44,5.70588
exposure,10.44,5.70588
flood,6.58,5.70588
handful,6.42,5.70588
millionaire,7.06,5.70588
vegetable,4.17,5.70588
accuse,9.1,5.68627
attract,8.78,5.68627
clip,6.61,5.68627
crooked,6.33,5.68627
tease,5.11,5.68627
toad,6.11,5.68627
cafeteria,7.15,5.66667
craft,5.83,5.66667
crook,7.84,5.66667
expedition,10.17,5.66667
interrogation,10.67,5.66667
lethal,10.16,5.66667
obsession,9.61,5.66667
scoop,5.14,5.66667
spectacular,8.95,5.66667
cozy,9.17,5.64706
delight,8.68,5.64706
entertaining,8.84,5.64706
orbit,7.95,5.64706
respectable,8.33,5.64706
shack,6.15,5.64706
ultimately,10.3808,5.64706
adjust,8.43,5.62745
chauffeur,9.84,5.62745
fireworks,4.95353,5.62745
preserve,9.63,5.62745
suction,9.42,5.62745
doom,9.42,5.60784
evacuate,8.9,5.60784
fade,6.95,5.60784
intent,9.37,5.60784
oak,7.35,5.60784
owl,6.21,5.60784
quarrel,8.32,5.60784
relevant,10.37,5.60784
republic,10.83,5.60784
satisfy,10,5.60784
scope,9.83,5.60784
sleeve,4.94,5.60784
consult,10.95,5.58824
difficulty,6.83,5.58824
poop,4,5.58824
presidential,8.89,5.58824
rubbish,10.63,5.58824
audio,9.32,5.56863
corridor,9.11,5.56863
dove,6.63,5.56863
encounter,8.63,5.56863
heartbeat,7.22,5.56863
relieve,7.95,5.56863
trainer,10,5.56863
vest,5.83,5.56863
collapse,9.17,5.54902
dusty,4.74,5.54902
execute,10.22,5.54902
gorilla,5.74,5.54902
rodeo,8.33,5.54902
transportation,8.11,5.54902
burglar,7,5.52941
cola,4.33,5.52941
concentration,8.35,5.52941
constitution,9.05,5.52941
freeway,10.32,5.52941
ghetto,10.15,5.52941
heavenly,6.22,5.52941
identical,8.72,5.52941
loosen,7.22,5.52941
maiden,9.58,5.52941
moose,5.22,5.52941
shuttle,8.37,5.52941
strawberry,4.21,5.52941
submit,8.58,5.52941
assassination,9.05,5.5098
bloom,6.84,5.5098
butterfly,3.67,5.5098
examination,8,5.5098
lemonade,5.06,5.5098
orchestra,9.44,5.5098
prey,9.42,5.5098
sane,8.5,5.5098
scumbag,11,5.5098
artillery,10.68,5.4902
bark,5.17,5.4902
confirmation,9.05,5.4902
grocery,5.72,5.4902
sew,6.05,5.4902
slot,6.85,5.4902
unlock,7.06,5.4902
warp,8.89,5.4902
weep,8.5,5.4902
ancestors,9.00558,5.47059
barber,6.68,5.47059
dismiss,8.15,5.47059
hesitate,8.3,5.47059
puppet,5,5.47059
runway,8.35,5.47059
scouts,6.4079,5.47059
sidewalk,4.28,5.47059
squirrel,4.44,5.47059
waltz,10.37,5.47059
archer,9.22699,5.45098
defensive,9.89,5.45098
godfather,8.47,5.45098
jasmine,10.26,5.45098
reader,5.37,5.45098
slaughter,9.56,5.45098
ambush,9.3,5.43137
disappointment,8.32,5.43137
mint,5.94,5.43137
portrait,7.61,5.43137
sixty,5.74215,5.43137
hatred,8.72,5.41176
leopard,6.84,5.41176
vengeance,10.63,5.41176
vow,9.32,5.41176
clumsy,7.26,5.39216
departure,9.78,5.39216
extension,8.65,5.39216
fag,9.72,5.39216
failing,8.12932,5.39216
pause,6.75,5.39216
perfection,9.81,5.39216
ammo,8.11,5.37255
bin,4.68,5.37255
employer,10.15,5.37255
hideous,9.53,5.37255
insulting,8.5,5.37255
mock,9.05,5.37255
negro,9.83,5.37255
tango,10.67,5.37255
thankful,5.5,5.37255
acquaintance,10.48,5.35294
ant,4.32,5.35294
donkey,6,5.35294
ferry,8,5.35294
helm,10.9001,5.35294
offence,9.89,5.35294
orphanage,8.89,5.35294
peel,6.05,5.35294
rebel,9.95,5.35294
sponsor,10.72,5.35294
blouse,6.65,5.33333
employment,9.5,5.33333
evolution,10,5.33333
gangster,8.5,5.33333
graveyard,6.06,5.33333
kneel,6.95,5.33333
landlord,10.05,5.33333
peek,5.79,5.33333
prophet,9.58,5.33333
specialty,9.05,5.33333
stray,7.58,5.33333
vomit,5.68,5.33333
choir,6.53,5.31373
explosive,9.19,5.31373
marijuana,10.89,5.31373
topic,7.84,5.31373
unacceptable,9.94,5.31373
cottage,8.5,5.29412
dose,10.1,5.29412
iris,8.96057,5.29412
partnership,9.89,5.29412
representative,11,5.29412
spice,6.78,5.29412
acceptable,9.84,5.27451
gravy,6,5.27451
historical,10,5.27451
impulse,9,5.27451
madman,8.78,5.27451
pains,6.53077,5.27451
denial,9.45,5.2549
greet,6.47,5.2549
lone,8.5,5.2549
sole,7.06,5.2549
trance,9.95,5.2549
carbon,10.55,5.23529
colt,8.98188,5.23529
designer,9.05,5.23529
disrespect,8.78,5.23529
gutter,7.79,5.23529
interior,9.32,5.23529
marker,4.89,5.23529
text,7.78,5.23529
tribute,10.44,5.23529
arrogant,9.95,5.21569
globe,6.5,5.21569
goofy,4.83,5.21569
gunfire,7.52,5.21569
heir,9.56,5.21569
marble,7.05,5.21569
offend,9.67,5.21569
vibe,11,5.21569
allowance,6.95,5.19608
boogie,9.72,5.19608
leaf,4.6,5.19608
precise,9.68,5.19608
repay,9.75,5.19608
boulevard,9.18895,5.17647
buyer,6.94,5.17647
fracture,9.8,5.17647
fugitive,10.55,5.17647
specialist,10.05,5.17647
untie,4.84,5.17647
videotape,9.37,5.17647
banquet,8.35,5.15686
caution,6.22,5.15686
freezer,4.63,5.15686
golly,7.83092,5.15686
hunk,8.33,5.15686
mode,9.68,5.15686
primitive,9.28,5.15686
rep,9.5,5.15686
strap,5.61,5.15686
thread,7.06,5.15686
trousers,7.89,5.15686
tumor,10.32,5.15686
fragile,8.28,5.13725
saloon,9,5.13725
waist,6.42,5.13725
amazed,7.17,5.11765
appreciation,8.5,5.11765
backstage,9.23988,5.11765
detect,9.53,5.11765
drip,5.89,5.11765
hog,5.7,5.11765
majority,8.94,5.11765
peacock,5.76347,5.11765
skeleton,6.68,5.11765
whistling,6.31763,5.11765
fatty,6.37,5.09804
immortal,10.47,5.09804
motto,10.41,5.09804
playground,4.28,5.09804
publish,9,5.09804
sip,4.26,5.09804
syrup,5.42,5.09804
thorn,5.96595,5.09804
transplant,10.35,5.09804
unstable,10.42,5.09804
altar,7.16,5.07843
fireplace,7.37,5.07843
funky,8.61,5.07843
grunting,10.06,5.07843
jade,10.17,5.07843
lyrics,8.32,5.07843
overboard,8.77128,5.07843
blink,5.63,5.05882
cafe,8.74743,5.05882
jingle,5.21,5.05882
mechanic,7.83,5.05882
recommendation,10.86,5.05882
regards,9.56801,5.05882
ribbon,5.25,5.05882
underestimate,9.6,5.05882
unlikely,8.79,5.05882
vagina,8.89,5.05882
buckle,6.42,5.03922
flick,7.55,5.03922
hound,5.74,5.03922
noisy,5.33,5.03922
pneumonia,9.65,5.03922
stash,10,5.03922
utter,9,5.03922
camel,5.11,5.01961
cocoa,6.84,5.01961
justify,10.4,5.01961
legacy,9.63,5.01961
rational,10.06,5.01961
reconsider,9.68,5.01961
reflection,5.5,5.01961
region,9.14,5.01961
salvation,9.05,5.01961
spelling,5.86,5.01961
flavor,6.3,5
freaky,7.6,5
frustrated,7.96947,5
loneliness,8.74,5
paramedics,8.68,5
supermarket,4.53,5
toothbrush,4.33,5
conquer,10.06,4.98039
herb,9.05,4.98039
static,9.28,4.98039
torch,7.84,4.98039
birdie,6.56,4.96078
crappy,7.72,4.96078
par,10.16,4.96078
restore,10.78,4.96078
runner,5,4.96078
slug,6,4.96078
touchdown,7.89,4.96078
visible,8.05,4.96078
lifestyle,10.68,4.94118
quiz,7.05,4.94118
recorder,8.37,4.94118
rookie,9.39,4.94118
sketch,9,4.94118
update,9,4.94118
apache,10.5,4.92157
artistic,9.17,4.92157
careless,8.37,4.92157
dagger,8.44,4.92157
licence,9.36553,4.92157
lid,5.95,4.92157
maker,6.94,4.92157
overwhelming,9.94,4.92157
reckless,9.06,4.92157
abroad,10.1541,4.90196
biology,9.35,4.90196
childish,6.33,4.90196
concerning,8.4453,4.90196
disposal,10.75,4.90196
gale,10.5698,4.90196
mechanical,8.85,4.90196
toxic,9.06,4.90196
weasel,7.25,4.90196
atomic,10.16,4.88235
axe,6.11,4.88235
dearly,8.4064,4.88235
distract,8.72,4.88235
edition,8.42,4.88235
goddamned,9.95,4.88235
heap,7.79,4.88235
involvement,9.22,4.88235
leadership,8.74,4.88235
numb,9.26,4.88235
sensation,9.17,4.88235
sincerely,9.59643,4.88235
venus,8.5556,4.88235
crop,7.63,4.86275
faculty,10.16,4.86275
fuse,10.78,4.86275
meaningless,10.44,4.86275
separation,8.89,4.86275
verify,10.28,4.86275
arc,9.41882,4.84314
decade,10.16,4.84314
embarrassment,6.28,4.84314
essential,10.28,4.84314
jockey,8.28,4.84314
lizard,5.42,4.84314
partial,9.68,4.84314
plumbing,8.26,4.84314
resolve,11,4.84314
restless,9.74,4.84314
suitable,9.78,4.84314
valve,10.78,4.84314
artificial,10.16,4.82353
beaver,5.21,4.82353
hum,5.79544,4.82353
racist,9.44,4.82353
rental,10,4.82353
seize,10.15,4.82353
translate,10,4.82353
assembly,6.94,4.80392
convenience,10.17,4.80392
digger,8.11866,4.80392
fabric,6.68,4.80392
frost,5.2093,4.80392
greed,7.63,4.80392
merchandise,9.26,4.80392
mild,8.05,4.80392
reply,7.74,4.80392
tickle,4.35,4.80392
alter,9.47,4.78431
fierce,9.04,4.78431
grim,9.16,4.78431
homeland,9.35,4.78431
pageant,10,4.78431
pussycat,5.76,4.78431
rag,5.22,4.78431
sadness,5,4.78431
banker,6.89,4.76471
broom,5.5,4.76471
confuse,6.33,4.76471
dim,7.06,4.76471
discount,9.5,4.76471
estimate,8.78,4.76471
grain,7.44,4.76471
quarterback,7.63,4.76471
sufficient,11,4.76471
thoroughly,10.1541,4.76471
vanquish,10.69,4.76471
voodoo,10.53,4.76471
accompany,10.75,4.7451
burial,9.22,4.7451
elementary,6.11,4.7451
relate,10.33,4.7451
violin,7.45,4.7451
affirmative,10.67,4.72549
clap,3.4,4.72549
gulf,9.36553,4.72549
kitten,3.64,4.72549
onboard,8.75,4.72549
spooky,6,4.72549
tactics,9.40288,4.72549
yearbook,10.39,4.72549
instructor,8.19,4.70588
opponent,8.63,4.70588
raft,7.35,4.70588
sewer,7.05,4.70588
souvenir,8,4.70588
thorough,8.89,4.70588
yank,7.33,4.70588
adoption,7.79,4.68627
bunker,9.5,4.68627
cutter,7.95,4.68627
robber,5.74,4.68627
scarf,5.68,4.68627
translation,9.74,4.68627
treaty,9.84,4.68627
academic,9.74,4.66667
adopt,7.83,4.66667
chatter,7.56,4.66667
demonstrate,9.05,4.66667
humiliation,8.21,4.66667
lens,9.53,4.66667
lilly,7.43662,4.66667
limb,7.16,4.66667
mafia,10.32,4.66667
realm,10.78,4.66667
substitute,7.06,4.66667
tad,9.32,4.66667
verse,8.17,4.66667
flock,7.18,4.64706
interference,10.28,4.64706
irresponsible,9.72,4.64706
nightclub,10.74,4.64706
supportive,9.56,4.64706
tourist,8.75808,4.64706
triumph,10.16,4.64706
urban,9.84,4.64706
weekly,7.45,4.64706
babysitter,5.86,4.62745
decency,9,4.62745
dimension,10.26,4.62745
quack,5.25193,4.62745
solar,9.05,4.62745
sunlight,5,4.62745
athlete,7.11,4.60784
curve,7.52,4.60784
grenade,9.72,4.60784
invent,8.16,4.60784
midget,9.2,4.60784
notebook,6.37,4.60784
pickle,6.05,4.60784
realistic,8.55,4.60784
tutor,8.65,4.60784
ungrateful,9.15,4.60784
unload,7.86,4.60784
bidding,9.58,4.58824
cement,6.89,4.58824
coconut,6.5,4.58824
crucial,10.68,4.58824
curfew,10.26,4.58824
gambler,10.26,4.58824
heroic,8.2,4.58824
intellectual,10.9,4.58824
salon,9.5,4.58824
feminine,8.26,4.56863
flee,8.33,4.56863
grasp,8.2,4.56863
industrial,10.22,4.56863
joker,6.55,4.56863
rail,7.89,4.56863
recognition,9.5,4.56863
sheer,9.63,4.56863
bulldog,7.28,4.54902
instantly,7.54319,4.54902
microphone,6.25,4.54902
selection,7.21,4.54902
spear,7.22,4.54902
temporarily,8.07603,4.54902
considerable,10.42,4.52941
dryer,6.16,4.52941
filth,7.45,4.52941
hospitality,8.78,4.52941
jasper,10.687,4.52941
lining,9.30159,4.52941
riddle,7.17,4.52941
vague,9.84,4.52941
authentic,8.42,4.5098
boost,7.89,4.5098
matching,7.56,4.5098
protein,10.39,4.5098
rehearse,8.72,4.5098
concussion,10.8,4.4902
enthusiasm,9.05,4.4902
gifted,7.94,4.4902
plumber,8.56,4.4902
trek,9.6213,4.4902
duchess,9.85,4.47059
horizon,8.3,4.47059
keen,10.7,4.47059
loaf,6.84,4.47059
marathon,9.32,4.47059
yummy,3.42,4.47059
cherish,8.9,4.45098
classroom,5.63,4.45098
crow,5.74,4.45098
cult,10.63,4.45098
grill,6.53,4.45098
guinea,9.21,4.45098
lookout,7.06,4.45098
origin,10.25,4.45098
puff,6.44,4.45098
warmth,6.26,4.45098
werewolf,7.2,4.45098
buffet,7.58,4.43137
grudge,10.42,4.43137
inconvenience,9.37,4.43137
peep,8.22,4.43137
sweaty,5.94,4.43137
swine,10.7,4.43137
blackout,9.68,4.41176
courthouse,9,4.41176
doggy,3.68,4.41176
endure,10.7,4.41176
hump,6.11,4.41176
piggy,4.67,4.41176
probe,9.9,4.41176
promote,10.32,4.41176
rhyme,5.47,4.41176
slippery,6.72,4.41176
vent,10.11,4.41176
classical,7.68,4.39216
dandy,7.94,4.39216
mash,6.95,4.39216
parallel,9.95,4.39216
participate,7.05,4.39216
radius,9.94,4.39216
remark,8.37,4.39216
revolutionary,10.28,4.39216
villa,10.5,4.39216
claw,4.7,4.37255
orderly,8.33,4.37255
rapid,8.62,4.37255
scrap,7.68,4.37255
squash,6.94,4.37255
strangle,7.74,4.37255
undo,7.78,4.37255
bugger,10.53,4.35294
caller,6.78,4.35294
comforting,8.67,4.35294
flint,9.6213,4.35294
imaginary,6.47,4.35294
portal,11,4.35294
suspension,10.11,4.35294
antidote,10.11,4.33333
ax,6.31763,4.33333
comics,5.89,4.33333
doe,7.59647,4.33333
fisherman,5.16,4.33333
pawn,9.06,4.33333
portion,8.39,4.33333
posse,10.56,4.33333
poverty,9.68,4.33333
survivor,7.95,4.33333
ballroom,7.37,4.31373
chilly,6.39,4.31373
collector,8,4.31373
disappearance,9,4.31373
oral,9.39,4.31373
organize,6.33,4.31373
sanctuary,9.72,4.31373
truce,8.8,4.31373
bannister,8.43511,4.29412
container,6.5,4.29412
contents,8.5,4.29412
dine,8.95,4.29412
drugstore,7.53,4.29412
juicy,4.84,4.29412
leash,5.79,4.29412
millennium,10.78,4.29412
min,10.45,4.29412
mold,9.26,4.29412
pastor,6.79,4.29412
reduce,8.44,4.29412
superintendent,8.5,4.29412
tackle,9.3,4.29412
blend,10.17,4.27451
confront,9.89,4.27451
diaper,3.4,4.27451
drawers,6.05121,4.27451
gap,8.22,4.27451
iced,7.44,4.27451
introduction,8,4.27451
kin,7.83,4.27451
melon,4.21,4.27451
paycheck,8.78,4.27451
spinal,9.73,4.27451
triangle,4.9,4.27451
trim,6.95,4.27451
turf,10.95,4.27451
leaning,6.47749,4.2549
lure,9,4.2549
olympics,8.31287,4.2549
terrifying,8.33,4.2549
accomplice,9.78,4.23529
betrayal,9.78,4.23529
canvas,8.15,4.23529
natives,8.35362,4.23529
onion,6.05,4.23529
pasta,5.78,4.23529
reject,9.53,4.23529
sneaky,6.58,4.23529
stepmother,6.33,4.23529
temptation,8.35,4.23529
airborne,9.85,4.21569
apartments,6.56,4.21569
apparent,10.25,4.21569
doughnut,5.42,4.21569
flare,9.84,4.21569
hull,9.59,4.21569
infant,6.42,4.21569
intercept,10.53,4.21569
magnetic,8.8,4.21569
neutral,10.19,4.21569
shampoo,5.39,4.21569
splash,3.67,4.21569
bomber,8.84,4.19608
canned,7.56,4.19608
competitive,9.06,4.19608
daring,9.11,4.19608
gardener,6.5,4.19608
handkerchief,7.22,4.19608
chimney,6.58,4.17647
chubby,7.78,4.17647
dork,6.58,4.17647
greatness,8.33,4.17647
humiliate,8.89,4.17647
itch,5.05,4.17647
reflect,9.89,4.17647
ripe,7.11,4.17647
spontaneous,9.85,4.17647
tailor,9.83,4.17647
batch,6.74,4.15686
brotherhood,9.44,4.15686
bummer,7.3,4.15686
groove,8.39,4.15686
mailbox,6.11,4.15686
priceless,9.76,4.15686
rye,9.26,4.15686
skiing,7.89,4.15686
tenth,5.41179,4.15686
villain,8.28,4.15686
weary,9.56,4.15686
chunk,8.53,4.13725
counseling,9.95,4.13725
injection,10.68,4.13725
mop,5.11,4.13725
postcard,6.74,4.13725
smelly,4.32,4.13725
stroll,7.83,4.13725
cocky,10.5,4.11765
crippled,7.94815,4.11765
establishment,10.37,4.11765
morale,10.62,4.11765
occupation,10.89,4.11765
pry,8.06,4.11765
relation,8.11,4.11765
retrieve,7.61,4.11765
salvage,10.11,4.11765
scrape,6.21,4.11765
trumpet,6.28,4.11765
unlucky,7.05,4.11765
amendment,10.06,4.09804
chump,10.95,4.09804
comedian,8.89,4.09804
crate,7.06,4.09804
curb,6.81,4.09804
elderly,8.17,4.09804
qualify,10.05,4.09804
restricted,8.11,4.09804
ruling,9.89,4.09804
secondary,9.11,4.09804
stunning,9.74,4.09804
teen,7.95,4.09804
void,10.56,4.09804
alias,9.47,4.07843
blackjack,10.39,4.07843
cardinal,8,4.07843
dialogue,11,4.07843
donor,10.06,4.07843
hitch,9.39,4.07843
hulk,9.06,4.07843
keeper,8.12932,4.07843
phantom,8.35,4.07843
category,8.15,4.05882
compass,8.44,4.05882
cunning,10.84,4.05882
extent,10.72,4.05882
housing,8.72,4.05882
lively,8.6,4.05882
nursery,6.95,4.05882
rev,10.67,4.05882
runaway,8.37,4.05882
slavery,8.32,4.05882
steering,7.56,4.05882
blessings,7.05987,4.03922
fink,7.27,4.03922
impatient,7.39,4.03922
kidnapper,7.55,4.03922
manly,9.42,4.03922
ounce,8.78,4.03922
preparation,9.33,4.03922
tuition,10.84,4.03922
uptight,9.85,4.03922
worthwhile,10.56,4.03922
yield,8,4.03922
domino,6.17,4.01961
finch,8.90728,4.01961
legendary,9.89,4.01961
mar,10.95,4.01961
peasant,8.56,4.01961
roar,4.79,4.01961
sensational,8.94,4.01961
token,7.58,4.01961
trout,8.56,4.01961
errand,6.94,4
grape,3.94,4
independence,8.53,4
jinx,7.89,4
northwest,8.22,4
portable,7.95,4
prank,8.39,4
pyramid,7.61,4
reef,9.72,4
batter,7.05,3.98039
dinosaur,4.91,3.98039
donate,8.2,3.98039
duh,8.58,3.98039
dumpster,9.06,3.98039
expertise,10.61,3.98039
formation,9.67,3.98039
nod,5.62,3.98039
predict,8,3.98039
vanilla,4.8,3.98039
ale,10.16,3.96078
astronaut,6.28,3.96078
bladder,10.78,3.96078
corny,8.84,3.96078
cultural,10.56,3.96078
eyewitness,9.28,3.96078
massacre,10.05,3.96078
mutt,7.22,3.96078
nana,4.29,3.96078
pancake,4.26,3.96078
poppy,10.3673,3.96078
vegetarian,9.11,3.96078
wager,10.06,3.96078
wrench,7.84,3.96078
buzzer,5.72,3.94118
disturbance,9.33,3.94118
fiance,10.32,3.94118
outcome,9.53,3.94118
rascal,6.89,3.94118
retard,7.84,3.94118
shortcut,7.22,3.94118
sunglasses,5.56,3.94118
understandable,8.35,3.94118
wilderness,8.95,3.94118
bookstore,6.45,3.92157
bulb,6.56,3.92157
clam,7.37,3.92157
detailed,7,3.92157
dislike,5.42,3.92157
distraction,9.58,3.92157
flatter,9.53,3.92157
flirt,8.68,3.92157
litter,7.61,3.92157
righteous,10.21,3.92157
royalty,8,3.92157
server,9.94,3.92157
ark,7.17,3.90196
bundle,7.06,3.90196
experimental,10.21,3.90196
fulfill,8.7048,3.90196
greasy,6.39,3.90196
hometown,7.22,3.90196
microwave,7.67,3.90196
occasional,9.05,3.90196
pea,3.95,3.90196
postpone,10.42,3.90196
snatch,8.18,3.90196
whiz,8.26,3.90196
wrath,10.17,3.90196
altitude,9.58,3.88235
barge,9.28,3.88235
cinema,8.85,3.88235
idiotic,8.79,3.88235
improvement,8.05,3.88235
inspire,8.11,3.88235
photography,7.84,3.88235
rudder,10.39,3.88235
sewing,6.11,3.88235
toaster,6.72,3.88235
wages,9.56801,3.88235
aspect,10.35,3.86275
asthma,10.39,3.86275
athletic,8.55,3.86275
dye,7.56,3.86275
grove,8.21,3.86275
hazard,7.61,3.86275
missus,9.23,3.86275
rooster,6.41,3.86275
sabotage,10.42,3.86275
swift,7.79,3.86275
thrust,9.72,3.86275
unarmed,10,3.86275
whoop,10.1009,3.86275
boxer,7.95,3.84314
conditioning,10.61,3.84314
freight,10.56,3.84314
getaway,9.5,3.84314
ministry,9.61,3.84314
pitiful,8.8,3.84314
